,title,editor,id_order,year_month,order_total_paid,product_name
0,Netflix,"Netflix, Inc.",97471001,2020-06,7.99,netflix 1 ecran - streaming illimite (renouvellement automatique)
1,Netflix,"Netflix, Inc.",97756247,2020-06,11.99,netflix 2 ecrans - streaming illimite (renouvellement automatique)
2,Netflix,"Netflix, Inc.",97482686,2020-06,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
3,Netflix,"Netflix, Inc.",99196090,2020-06,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
4,Netflix,"Netflix, Inc.",99511555,2020-06,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
5,Netflix,"Netflix, Inc.",98473441,2020-06,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
6,Brawl Stars,Supercell,97462690,2020-06,2.29,30 gemmes
7,Brawl Stars,Supercell,99848271,2020-06,10.99,170 gemmes
8,Brawl Stars,Supercell,100344945,2020-06,10.99,170 gemmes
9,Brawl Stars,Supercell,97331736,2020-06,10.99,170 gemmes
10,Brawl Stars,Supercell,99472829,2020-06,10.99,170 gemmes
11,Candy Crush Saga,King,99448752,2020-06,2.29,extra small offer
12,Candy Crush Saga,King,98868807,2020-06,2.29,offer of 10 gold bars
13,Netflix,"Netflix, Inc.",97331981,2020-01,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
14,Netflix,"Netflix, Inc.",99064445,2020-01,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
15,Netflix,"Netflix, Inc.",98247945,2020-01,7.99,netflix essentiel (renouvellement automatique)
16,Netflix,"Netflix, Inc.",98944821,2020-01,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
17,Netflix,"Netflix, Inc.",120550122,2020-01,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
18,Netflix,"Netflix, Inc.",98910618,2020-01,15.99,netflix premium (renouvellement automatique)
19,Netflix,"Netflix, Inc.",98157272,2020-01,15.99,netflix premium (renouvellement automatique)
20,Brawl Stars,Supercell,108879788,2020-01,5.49,brawl lunaire
21,Brawl Stars,Supercell,98783164,2020-01,7.99,pack niveau 50
22,Brawl Stars,Supercell,98316845,2020-01,5.49,brawl lunaire
23,Brawl Stars,Supercell,98052170,2020-01,10.99,brawl lunaire
24,Brawl Stars,Supercell,98656399,2020-01,5.49,80 gemmes
25,Brawl Stars,Supercell,98655305,2020-01,2.29,30 gemmes
26,Clash Royale,Supercell,118593821,2020-01,2.29,offre speciale
27,Clash Royale,Supercell,100497742,2020-01,2.29,offre speciale
28,Clash Royale,Supercell,103863207,2020-01,2.29,offre speciale
29,Clash Royale,Supercell,100464909,2020-01,2.29,offre speciale
30,Clash Royale,Supercell,113024557,2020-01,1.09,quelques gemmes
31,Clash Royale,Supercell,108461916,2020-01,5.49,offre speciale
32,Clash Royale,Supercell,100100137,2020-01,2.29,offre speciale
33,Clash Royale,Supercell,108589181,2020-01,2.29,offre speciale
34,Clash Royale,Supercell,112891702,2020-01,2.29,offre speciale
35,Candy Crush Saga,King,97705982,2020-01,3.49,piggy bank
36,Candy Crush Saga,King,106785012,2020-01,1.09,extra small offer
37,Candy Crush Saga,King,98348054,2020-01,8.99,offer of 50 gold bars
38,Candy Crush Saga,King,98869628,2020-01,6.99,small offer
39,Candy Crush Saga,King,99040734,2020-01,2.29,extra small offer
40,Candy Crush Saga,King,99544616,2020-01,3.49,extra small offer
41,Candy Crush Saga,King,97705572,2020-01,3.49,extra small offer
42,Candy Crush Saga,King,98826913,2020-01,6.99,small offer
43,Candy Crush Saga,King,99511001,2020-01,2.29,extra small offer
44,Clash Royale,Supercell,107088510,2020-01,21.99,offre speciale
45,Clash Royale,Supercell,97711807,2020-01,5.49,pass royale
46,Candy Crush Saga,King,98825971,2020-01,6.99,small offer
47,Candy Crush Saga,King,99086377,2020-01,2.29,extra small offer
48,Candy Crush Saga,King,98667676,2020-01,2.29,offer of 10 gold bars
49,Netflix,"Netflix, Inc.",97438868,2020-06,7.99,netflix 1 screen - unlimited streaming (renouvellement automatique)
50,Netflix,"Netflix, Inc.",99641771,2020-06,11.99,2 ecrans a la fois (renouvellement automatique)
51,Netflix,"Netflix, Inc.",97380961,2020-06,11.99,netflix standard (renouvellement automatique)
52,Netflix,"Netflix, Inc.",107860285,2020-06,7.99,netflix 1 screen - unlimited streaming (renouvellement automatique)
53,Netflix,"Netflix, Inc.",97663319,2020-06,7.99,netflix essentiel (renouvellement automatique)
54,Netflix,"Netflix, Inc.",97381805,2020-06,11.99,netflix standard (renouvellement automatique)
55,Netflix,"Netflix, Inc.",97497383,2020-06,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
56,Brawl Stars,Supercell,102968008,2020-06,10.99,170 gemmes
57,Brawl Stars,Supercell,100597502,2020-06,10.99,170 gemmes
58,Brawl Stars,Supercell,127705225,2020-06,5.49,80 gemmes
59,Brawl Stars,Supercell,103731624,2020-06,2.29,30 gemmes
60,Brawl Stars,Supercell,100234043,2020-06,10.99,170 gemmes
61,Brawl Stars,Supercell,97504433,2020-06,10.99,170 gemmes
62,Brawl Stars,Supercell,103731690,2020-06,2.29,30 gemmes
63,Brawl Stars,Supercell,103731622,2020-06,5.49,80 gemmes
64,Brawl Stars,Supercell,99715593,2020-06,2.29,30 gemmes
65,Brawl Stars,Supercell,103731633,2020-06,5.49,80 gemmes
66,Brawl Stars,Supercell,107408031,2020-06,10.99,170 gemmes
67,Clash Royale,Supercell,100494656,2020-06,21.99,offre speciale
68,Clash Royale,Supercell,99485990,2020-06,21.99,offre speciale
69,Clash Royale,Supercell,97671978,2020-06,5.49,pass royale
70,Clash Royale,Supercell,98669676,2020-06,5.49,pass royale
71,Clash Royale,Supercell,100714448,2020-06,5.49,pass royale
72,Candy Crush Saga,King,100025941,2020-06,1.09,extra small offer
73,Candy Crush Saga,King,97397492,2020-06,1.09,extra small offer
74,Netflix,"Netflix, Inc.",111678339,2020-09,7.99,netflix essentiel (renouvellement automatique)
75,Netflix,"Netflix, Inc.",112085817,2020-09,15.99,4 ecrans a la fois (renouvellement automatique)
76,Netflix,"Netflix, Inc.",112112163,2020-09,15.99,4 ecrans a la fois (renouvellement automatique)
77,Netflix,"Netflix, Inc.",112109104,2020-09,11.99,netflix 2 ecrans - streaming illimite (renouvellement automatique)
78,Netflix,"Netflix, Inc.",112291288,2020-09,15.99,netflix 4 ecrans - streaming illimite (renouvellement automatique)
79,Netflix,"Netflix, Inc.",111654095,2020-09,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
80,Netflix,"Netflix, Inc.",111704207,2020-09,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
81,Homescapes,Playrix,111540017,2020-09,2.29,pack novice
82,Homescapes,Playrix,111296913,2020-09,2.29,pack novice
83,Homescapes,Playrix,112101748,2020-09,3.49,reserve d'or
84,Homescapes,Playrix,111604675,2020-09,3.49,reserve d'or
85,Homescapes,Playrix,111423682,2020-09,3.49,reserve d'or
86,Homescapes,Playrix,116643626,2020-09,1.09,poignee de pieces
87,Homescapes,Playrix,111641061,2020-09,1.09,poignee de pieces
88,Homescapes,Playrix,111381811,2020-09,1.09,poignee de pieces
89,Homescapes,Playrix,111641058,2020-09,1.09,poignee de pieces
90,Homescapes,Playrix,111650855,2020-09,1.09,poignee de pieces
91,Homescapes,Playrix,112190806,2020-09,1.09,poignee de pieces
92,Homescapes,Playrix,112883769,2020-09,1.09,poignee de pieces
93,Homescapes,Playrix,111587989,2020-09,1.09,poignee de pieces
94,Homescapes,Playrix,112088199,2020-09,1.09,poignee de pieces
95,Homescapes,Playrix,111381807,2020-09,1.09,poignee de pieces
96,Homescapes,Playrix,111587983,2020-09,1.09,poignee de pieces
97,Homescapes,Playrix,111587981,2020-09,1.09,poignee de pieces
98,Homescapes,Playrix,111641056,2020-09,1.09,poignee de pieces
99,Homescapes,Playrix,112190810,2020-09,1.09,poignee de pieces
100,Homescapes,Playrix,111650856,2020-09,1.09,poignee de pieces
101,Homescapes,Playrix,111993272,2020-09,5.49,poignee de pieces
102,Homescapes,Playrix,111254249,2020-09,1.09,poignee de pieces
103,Homescapes,Playrix,112190809,2020-09,1.09,poignee de pieces
104,Homescapes,Playrix,112875715,2020-09,1.09,poignee de pieces
105,Homescapes,Playrix,111587984,2020-09,1.09,poignee de pieces
106,Homescapes,Playrix,111587991,2020-09,1.09,poignee de pieces
107,Homescapes,Playrix,112190805,2020-09,1.09,poignee de pieces
108,Brawl Stars,Supercell,117544876,2020-09,10.99,170 gemmes
109,Brawl Stars,Supercell,112201944,2020-09,10.99,170 gemmes
110,Brawl Stars,Supercell,111653968,2020-09,21.99,360 gemmes
111,Brawl Stars,Supercell,112464368,2020-09,21.99,360 gemmes
112,Brawl Stars,Supercell,112078171,2020-09,21.99,360 gemmes
113,Brawl Stars,Supercell,117544917,2020-09,21.99,360 gemmes
114,Brawl Stars,Supercell,127535475,2020-09,54.99,950 gemmes
115,Brawl Stars,Supercell,111991777,2020-09,4.49,pack niveau 15
116,Brawl Stars,Supercell,112682582,2020-09,8.99,pack niveau 75
117,Netflix,"Netflix, Inc.",97331273,2020-06,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
118,Netflix,"Netflix, Inc.",100382303,2020-06,11.99,netflix 2 ecrans - streaming illimite (renouvellement automatique)
119,Netflix,"Netflix, Inc.",98943265,2020-06,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
120,Netflix,"Netflix, Inc.",98246770,2020-06,7.99,netflix essentiel (renouvellement automatique)
121,Netflix,"Netflix, Inc.",99066521,2020-06,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
122,Brawl Stars,Supercell,116731739,2020-06,10.99,170 gemmes
123,Brawl Stars,Supercell,112620722,2020-06,21.99,360 gemmes
124,Brawl Stars,Supercell,99715580,2020-06,2.29,30 gemmes
125,Brawl Stars,Supercell,99848285,2020-06,10.99,pack niveau 125
126,Brawl Stars,Supercell,103731419,2020-06,2.29,30 gemmes
127,Brawl Stars,Supercell,99848267,2020-06,5.49,80 gemmes
128,Clash Royale,Supercell,97583943,2020-06,5.49,pass royale
129,Candy Crush Saga,King,99122521,2020-06,2.29,offer of 10 gold bars
130,Candy Crush Saga,King,107911468,2020-06,2.29,offer of 10 gold bars
131,Netflix,"Netflix, Inc.",99446089,2020-01,15.99,netflix premium (renouvellement automatique)
132,Netflix,"Netflix, Inc.",121438502,2020-01,7.99,netflix 1 screen - unlimited streaming (renouvellement automatique)
133,Netflix,"Netflix, Inc.",119718528,2020-01,15.99,netflix premium (renouvellement automatique)
134,Netflix,"Netflix, Inc.",98966441,2020-01,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
135,Netflix,"Netflix, Inc.",100799176,2020-01,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
136,Netflix,"Netflix, Inc.",120606740,2020-01,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
137,Netflix,"Netflix, Inc.",119718279,2020-01,5.8,netflix standard (renouvellement automatique)
138,Clash Royale,Supercell,100310642,2020-01,5.49,pass royale
139,Clash Royale,Supercell,98458588,2020-01,5.49,pass royale
140,Candy Crush Saga,King,97695133,2020-01,3.49,extra small offer
141,Candy Crush Saga,King,97700907,2020-01,3.49,piggy bank
142,Candy Crush Saga,King,97695310,2020-01,2.29,offer of 10 gold bars
143,Candy Crush Saga,King,97578338,2020-01,3.49,extra small offer
144,Candy Crush Saga,King,97695329,2020-01,8.99,offer of 50 gold bars
145,Netflix,"Netflix, Inc.",97737397,2020-05,11.99,netflix standard (renouvellement automatique)
146,Netflix,"Netflix, Inc.",99603586,2020-05,11.99,netflix standard (renouvellement automatique)
147,Netflix,"Netflix, Inc.",100921901,2020-05,11.99,netflix 2 ecrans - streaming illimite (renouvellement automatique)
148,Netflix,"Netflix, Inc.",98743965,2020-05,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
149,Brawl Stars,Supercell,114403295,2020-05,2.29,30 gemmes
150,Brawl Stars,Supercell,118924887,2020-05,2.29,30 gemmes
151,Brawl Stars,Supercell,97801261,2020-05,2.29,30 gemmes
152,Brawl Stars,Supercell,100434641,2020-05,5.49,80 gemmes
153,Brawl Stars,Supercell,100212465,2020-05,5.49,80 gemmes
154,Brawl Stars,Supercell,100385836,2020-05,5.49,80 gemmes
155,Brawl Stars,Supercell,108243152,2020-05,5.49,80 gemmes
156,Brawl Stars,Supercell,98541643,2020-05,5.49,80 gemmes
157,Brawl Stars,Supercell,99752357,2020-05,10.99,170 gemmes
158,Brawl Stars,Supercell,98790415,2020-05,10.99,170 gemmes
159,Brawl Stars,Supercell,98673624,2020-05,10.99,170 gemmes
160,Brawl Stars,Supercell,99941748,2020-05,10.99,170 gemmes
161,Brawl Stars,Supercell,98674780,2020-05,10.99,170 gemmes
162,Brawl Stars,Supercell,98541711,2020-05,10.99,170 gemmes
163,Brawl Stars,Supercell,99481336,2020-05,10.99,170 gemmes
164,Brawl Stars,Supercell,97674888,2020-05,10.99,170 gemmes
165,Brawl Stars,Supercell,99848318,2020-05,10.99,170 gemmes
166,Brawl Stars,Supercell,99213915,2020-05,10.99,170 gemmes
167,Brawl Stars,Supercell,97605853,2020-05,21.99,360 gemmes
168,Brawl Stars,Supercell,97918915,2020-05,21.99,360 gemmes
169,Brawl Stars,Supercell,105230084,2020-05,109.99,2000 gemmes
170,Brawl Stars,Supercell,98709456,2020-05,5.49,offre d'anniversaire
171,Brawl Stars,Supercell,99980055,2020-05,5.49,offre d'anniversaire
172,Brawl Stars,Supercell,104507782,2020-05,5.49,offre d'anniversaire
173,Brawl Stars,Supercell,100380388,2020-05,5.49,offre d'anniversaire
174,Brawl Stars,Supercell,98814908,2020-05,5.49,promo pack de pieces
175,Brawl Stars,Supercell,97883454,2020-05,5.49,promo pack de pieces
176,Brawl Stars,Supercell,99069677,2020-05,5.49,promo pack de pieces
177,Brawl Stars,Supercell,97405977,2020-05,5.49,promo pack de pieces
178,Clash Royale,Supercell,100239926,2020-05,5.49,pass royale
179,Clash Royale,Supercell,119640002,2020-05,5.49,pass royale
180,Clash Royale,Supercell,98421602,2020-05,5.49,pass royale
181,Clash Royale,Supercell,97999341,2020-05,5.49,sac de gemmes
182,Clash Royale,Supercell,97577794,2020-05,10.99,seau de gemmes
183,Clash Royale,Supercell,98454988,2020-05,10.99,seau de gemmes
184,Clash Royale,Supercell,105053516,2020-05,1.09,quelques gemmes
185,Candy Crush Saga,King,106398471,2020-05,1.09,extra small offer
186,Candy Crush Saga,King,106398469,2020-05,2.29,extra small offer
187,Candy Crush Saga,King,99544686,2020-05,2.29,offer of 10 gold bars
188,Candy Crush Saga,King,98289202,2020-05,2.29,offer of 10 gold bars
189,Candy Crush Saga,King,99544731,2020-05,2.29,offer of 10 gold bars
190,Candy Crush Saga,King,97605085,2020-05,8.99,offer of 50 gold bars
191,Netflix,"Netflix, Inc.",98300445,2020-06,7.99,netflix 1 ecran - streaming illimite (renouvellement automatique)
192,Netflix,"Netflix, Inc.",99533159,2020-06,15.99,4 ecrans a la fois (renouvellement automatique)
193,Netflix,"Netflix, Inc.",98142839,2020-06,15.99,netflix premium (renouvellement automatique)
194,Brawl Stars,Supercell,127705223,2020-06,10.99,170 gemmes
195,Brawl Stars,Supercell,107953131,2020-06,10.99,170 gemmes
196,Brawl Stars,Supercell,107701801,2020-06,10.99,170 gemmes
197,Brawl Stars,Supercell,97356993,2020-06,10.99,170 gemmes
198,Brawl Stars,Supercell,102968015,2020-06,54.99,950 gemmes
199,Brawl Stars,Supercell,102968000,2020-06,10.99,170 gemmes
200,Brawl Stars,Supercell,98814847,2020-06,5.49,80 gemmes
201,Brawl Stars,Supercell,103443728,2020-06,2.29,30 gemmes
202,Brawl Stars,Supercell,97352887,2020-06,109.99,2000 gemmes
203,Brawl Stars,Supercell,102968006,2020-06,54.99,950 gemmes
204,Brawl Stars,Supercell,97356538,2020-06,21.99,360 gemmes
205,Brawl Stars,Supercell,99816059,2020-06,5.49,80 gemmes
206,Clash Royale,Supercell,99448434,2020-06,10.99,seau de gemmes
207,Clash Royale,Supercell,98158027,2020-06,54.99,charrette de gemmes
208,Candy Crush Saga,King,97688808,2020-06,8.99,offer of 50 gold bars
209,Netflix,"Netflix, Inc.",98941226,2020-06,11.99,netflix standard (renouvellement automatique)
210,Netflix,"Netflix, Inc.",98983298,2020-06,11.99,netflix standard (renouvellement automatique)
211,Netflix,"Netflix, Inc.",116565932,2020-06,11.99,2 ecrans a la fois (renouvellement automatique)
212,Netflix,"Netflix, Inc.",99223174,2020-06,7.99,netflix 1 screen - unlimited streaming (renouvellement automatique)
213,Netflix,"Netflix, Inc.",99497364,2020-06,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
214,Brawl Stars,Supercell,107829669,2020-06,2.29,30 gemmes
215,Brawl Stars,Supercell,100353788,2020-06,5.49,80 gemmes
216,Brawl Stars,Supercell,104475633,2020-06,10.99,170 gemmes
217,Brawl Stars,Supercell,104475634,2020-06,10.99,170 gemmes
218,Brawl Stars,Supercell,104475635,2020-06,10.99,170 gemmes
219,Brawl Stars,Supercell,100685056,2020-06,10.99,170 gemmes
220,Brawl Stars,Supercell,99484024,2020-06,21.99,360 gemmes
221,Clash Royale,Supercell,98620116,2020-06,5.49,sac de gemmes
222,Clash Royale,Supercell,99448430,2020-06,5.49,sac de gemmes
223,Clash Royale,Supercell,99485976,2020-06,5.49,offre speciale
224,Clash Royale,Supercell,97701274,2020-06,1.09,quelques gemmes
225,Clash Royale,Supercell,97701214,2020-06,1.09,quelques gemmes
226,Clash Royale,Supercell,112605964,2020-06,1.09,quelques gemmes
227,Candy Crush Saga,King,97705472,2020-06,3.49,piggy bank
228,Candy Crush Saga,King,99544534,2020-06,1.09,extra small offer
229,Netflix,"Netflix, Inc.",102095809,2020-07,11.99,netflix standard (renouvellement automatique)
230,Brawl Stars,Supercell,104865784,2020-07,10.99,170 gemmes
231,Brawl Stars,Supercell,101978732,2020-07,10.99,bienvenue en aout
232,Brawl Stars,Supercell,101868436,2020-07,10.99,170 gemmes
233,Brawl Stars,Supercell,102648833,2020-07,10.99,bienvenue en aout
234,Brawl Stars,Supercell,102639264,2020-07,10.99,bienvenue en aout
235,Brawl Stars,Supercell,101956233,2020-07,10.99,bienvenue en aout
236,Brawl Stars,Supercell,103822786,2020-07,2.29,30 gemmes
237,Brawl Stars,Supercell,101703584,2020-07,10.99,170 gemmes
238,Brawl Stars,Supercell,101915572,2020-07,5.49,80 gemmes
239,Brawl Stars,Supercell,108196602,2020-07,5.49,80 gemmes
240,Brawl Stars,Supercell,101978731,2020-07,2.29,30 gemmes
241,Brawl Stars,Supercell,101669706,2020-07,10.99,bienvenue en aout
242,Brawl Stars,Supercell,101756685,2020-07,10.99,170 gemmes
243,Brawl Stars,Supercell,101988007,2020-07,2.29,30 gemmes
244,Brawl Stars,Supercell,101714630,2020-07,10.99,bienvenue en aout
245,Brawl Stars,Supercell,117545700,2020-07,54.99,950 gemmes
246,Brawl Stars,Supercell,101812599,2020-07,10.99,bienvenue en aout
247,Brawl Stars,Supercell,103822962,2020-07,9.99,pack niveau 100
248,Clash Royale,Supercell,101911106,2020-07,10.99,offre speciale
249,Clash Royale,Supercell,101710229,2020-07,5.49,pass royale
250,Clash Royale,Supercell,106245460,2020-07,10.99,offre speciale
251,Clash Royale,Supercell,101752900,2020-07,10.99,offre speciale
252,Clash Royale,Supercell,112700711,2020-07,1.09,quelques gemmes
253,Clash Royale,Supercell,101708929,2020-07,1.09,quelques gemmes
254,Homescapes,Playrix,101977466,2020-07,1.09,poignee de pieces
255,Homescapes,Playrix,108033390,2020-07,1.09,poignee de pieces
256,Homescapes,Playrix,101733712,2020-07,1.09,poignee de pieces
257,Homescapes,Playrix,108033389,2020-07,1.09,poignee de pieces
258,Homescapes,Playrix,101678633,2020-07,7.99,pack apprenti
259,Candy Crush Saga,King,101990236,2020-07,6.99,small offer
260,Candy Crush Saga,King,101919929,2020-07,1.09,extra small offer
261,Netflix,"Netflix, Inc.",121423576,2020-06,11.99,netflix 2 screens - unlimited streaming (renouvellement automatique)
262,Brawl Stars,Supercell,100600513,2020-06,5.49,80 gemmes
263,Brawl Stars,Supercell,98291782,2020-06,2.29,30 gemmes
264,Brawl Stars,Supercell,113929445,2020-06,2.29,30 gemmes
265,Brawl Stars,Supercell,98513768,2020-06,5.49,l'ete approche
266,Brawl Stars,Supercell,100833878,2020-06,10.99,170 gemmes
267,Brawl Stars,Supercell,100833883,2020-06,10.99,170 gemmes
268,Brawl Stars,Supercell,100600735,2020-06,2.29,30 gemmes
269,Brawl Stars,Supercell,99295817,2020-06,5.49,l'ete approche
270,Brawl Stars,Supercell,98674856,2020-06,5.49,l'ete approche
271,Brawl Stars,Supercell,99241092,2020-06,5.49,l'ete approche
272,Clash Royale,Supercell,97310067,2020-06,1.09,quelques gemmes
273,Clash Royale,Supercell,99448425,2020-06,21.99,baril de gemmes
274,Candy Crush Saga,King,98080537,2020-06,1.09,extra small offer
275,Candy Crush Saga,King,98079426,2020-06,3.49,extra small offer
276,Clash Royale,Supercell,99213536,2020-04,5.49,pass royale
277,Clash Royale,Supercell,98688964,2020-04,5.49,pass royale
278,Netflix,"Netflix, Inc.",104037045,2020-05,15.99,netflix premium (renouvellement automatique)
279,Netflix,"Netflix, Inc.",97457408,2020-05,11.99,2 ecrans a la fois (renouvellement automatique)
280,Netflix,"Netflix, Inc.",98149088,2020-05,11.99,netflix 2 ecrans - streaming illimite (renouvellement automatique)
281,Netflix,"Netflix, Inc.",97781846,2020-05,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
282,Brawl Stars,Supercell,97325609,2020-05,2.29,30 gemmes
283,Brawl Stars,Supercell,97879454,2020-05,2.29,30 gemmes
284,Brawl Stars,Supercell,102255645,2020-05,2.29,30 gemmes
285,Brawl Stars,Supercell,120229950,2020-05,5.49,80 gemmes
286,Brawl Stars,Supercell,100327989,2020-05,5.49,80 gemmes
287,Brawl Stars,Supercell,97375656,2020-05,5.49,80 gemmes
288,Brawl Stars,Supercell,100235506,2020-05,10.99,170 gemmes
289,Brawl Stars,Supercell,97919871,2020-05,10.99,170 gemmes
290,Brawl Stars,Supercell,99454223,2020-05,10.99,170 gemmes
291,Brawl Stars,Supercell,97847288,2020-05,21.99,360 gemmes
292,Brawl Stars,Supercell,98536088,2020-05,10.99,offre d'anniversaire
293,Brawl Stars,Supercell,97575950,2020-05,10.99,offre d'anniversaire
294,Brawl Stars,Supercell,98871942,2020-05,10.99,offre d'anniversaire
295,Brawl Stars,Supercell,100287650,2020-05,10.99,offre d'anniversaire
296,Clash Royale,Supercell,97582313,2020-05,5.49,pass royale
297,Clash Royale,Supercell,100132076,2020-05,5.49,sac de gemmes
298,Clash Royale,Supercell,100132079,2020-05,5.49,sac de gemmes
299,Clash Royale,Supercell,100132093,2020-05,5.49,sac de gemmes
300,Clash Royale,Supercell,100132097,2020-05,10.99,seau de gemmes
301,Clash Royale,Supercell,97999364,2020-05,21.99,baril de gemmes
302,Clash Royale,Supercell,100132083,2020-05,21.99,baril de gemmes
303,Candy Crush Saga,King,99301878,2020-05,4.49,special offer
304,Candy Crush Saga,King,99545514,2020-05,4.49,extra small offer
305,Candy Crush Saga,King,99342809,2020-05,3.49,extra small offer
306,Candy Crush Saga,King,99545682,2020-05,4.49,extra small offer
307,Candy Crush Saga,King,99545248,2020-05,4.49,extra small offer
308,Candy Crush Saga,King,99545225,2020-05,2.29,offer of 10 gold bars
309,Candy Crush Saga,King,97705979,2020-05,8.99,offer of 50 gold bars
310,Netflix,"Netflix, Inc.",99533085,2020-01,15.99,4 ecrans a la fois (renouvellement automatique)
311,Brawl Stars,Supercell,102255022,2020-01,2.29,30 gemmes
312,Brawl Stars,Supercell,98038217,2020-01,10.99,170 gemmes
313,Brawl Stars,Supercell,106383567,2020-01,2.29,30 gemmes
314,Brawl Stars,Supercell,124130345,2020-01,2.29,30 gemmes
315,Brawl Stars,Supercell,100737353,2020-01,5.49,80 gemmes
316,Brawl Stars,Supercell,116612736,2020-01,10.99,170 gemmes
317,Brawl Stars,Supercell,100493713,2020-01,10.99,170 gemmes
318,Brawl Stars,Supercell,98062014,2020-01,5.49,80 gemmes
319,Brawl Stars,Supercell,106383565,2020-01,5.49,80 gemmes
320,Clash Royale,Supercell,99871076,2020-01,21.99,offre speciale
321,Clash Royale,Supercell,113024560,2020-01,10.99,offre speciale
322,Clash Royale,Supercell,97647696,2020-01,10.99,seau de gemmes
323,Candy Crush Saga,King,99545115,2020-01,2.29,offer of 10 gold bars
324,Candy Crush Saga,King,98698542,2020-01,2.29,extra small offer
325,Candy Crush Saga,King,97394251,2020-01,2.29,offer of 10 gold bars
326,Candy Crush Saga,King,97393150,2020-01,1.09,extra small offer
327,Candy Crush Saga,King,97705457,2020-01,2.29,offer of 10 gold bars
328,Netflix,"Netflix, Inc.",98941240,2020-01,11.99,netflix standard (renouvellement automatique)
329,Netflix,"Netflix, Inc.",116565931,2020-01,11.99,2 ecrans a la fois (renouvellement automatique)
330,Netflix,"Netflix, Inc.",99497763,2020-01,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique)
331,Netflix,"Netflix, Inc.",98984645,2020-01,11.99,netflix standard (renouvellement automatique)
332,Brawl Stars,Supercell,97313758,2020-01,21.99,brawl lunaire
333,Brawl Stars,Supercell,100424411,2020-01,21.99,360 gemmes
334,Brawl Stars,Supercell,121889549,2020-01,21.99,brawl lunaire
335,Brawl Stars,Supercell,97959701,2020-01,10.99,brawl lunaire
336,Brawl Stars,Supercell,100144058,2020-01,2.29,30 gemmes
337,Brawl Stars,Supercell,97374941,2020-01,21.99,brawl lunaire
338,Brawl Stars,Supercell,114407302,2020-01,2.29,30 gemmes
339,Brawl Stars,Supercell,98811619,2020-01,5.49,80 gemmes
340,Brawl Stars,Supercell,98603231,2020-01,5.49,pack niveau 25
341,Brawl Stars,Supercell,97691730,2020-01,21.99,brawl lunaire
342,Brawl Stars,Supercell,98735560,2020-01,21.99,brawl lunaire
343,Brawl Stars,Supercell,106383554,2020-01,5.49,pack niveau 25
344,Brawl Stars,Supercell,100144057,2020-01,5.49,pack niveau 25
345,Brawl Stars,Supercell,99505717,2020-01,21.99,brawl lunaire
346,Brawl Stars,Supercell,99155035,2020-01,21.99,brawl lunaire
347,Brawl Stars,Supercell,100096073,2020-01,5.49,brawl lunaire
348,Brawl Stars,Supercell,99617102,2020-01,21.99,brawl lunaire
349,Brawl Stars,Supercell,98131257,2020-01,21.99,brawl lunaire
350,Brawl Stars,Supercell,97477029,2020-01,21.99,360 gemmes
351,Brawl Stars,Supercell,100996193,2020-01,10.99,brawl lunaire
352,Brawl Stars,Supercell,97894425,2020-01,54.99,950 gemmes
353,Brawl Stars,Supercell,97476971,2020-01,21.99,brawl lunaire
354,Brawl Stars,Supercell,114407303,2020-01,5.49,pack niveau 25
355,Brawl Stars,Supercell,98891228,2020-01,2.29,30 gemmes
356,Brawl Stars,Supercell,99796007,2020-01,10.99,170 gemmes
357,Clash Royale,Supercell,98409019,2020-01,5.49,pass royale
358,Clash Royale,Supercell,100424403,2020-01,21.99,offre speciale
359,Clash Royale,Supercell,100112144,2020-01,21.99,offre speciale
360,Clash Royale,Supercell,108461903,2020-01,5.49,pass royale
361,Clash Royale,Supercell,97964459,2020-01,1.09,quelques gemmes
362,Clash Royale,Supercell,98398653,2020-01,54.99,offre speciale
363,Clash Royale,Supercell,103941516,2020-01,5.49,offre speciale
364,Candy Crush Saga,King,97705966,2020-01,3.49,extra small offer
365,Candy Crush Saga,King,99342800,2020-01,8.99,offer of 50 gold bars
366,Candy Crush Saga,King,97705964,2020-01,2.29,offer of 10 gold bars
367,Candy Crush Saga,King,99999647,2020-01,2.29,extra small offer
